ticker,spot,type,dte,strike,lastPrice,bid,ask,midPrice,volume,impliedVolatility,inTheMoney,dividendRate,dividendYield
^SPX,7537.43017578125,put,0,3200.0,0.15,0.0,0.05,0.025,,4.375004531249999,0.0,0.0,
^SPX,7537.43017578125,put,0,3600.0,0.17,0.0,0.05,0.025,1.0,3.7968755078125005,0.0,0.0,
^SPX,7537.43017578125,put,0,3800.0,0.1,0.0,0.05,0.025,45.0,3.5312511718749997,0.0,0.0,
^SPX,7537.43017578125,put,0,4000.0,0.05,0.0,0.05,0.025,,3.281251796875,0.0,0.0,
^SPX,7537.43017578125,put,0,4200.0,0.1,0.0,0.05,0.025,1.0,3.031252421875,0.0,0.0,
^SPX,7537.43017578125,put,0,4400.0,0.05,0.0,0.05,0.025,10.0,2.80469048828125,0.0,0.0,
^SPX,7537.43017578125,call,0,4600.0,2947.0,2919.2,2948.6,2933.9,4.0,4.648563759613038,1.0,0.0,
^SPX,7537.43017578125,put,0,4600.0,0.05,0.0,0.05,0.025,6.0,2.5781285546875,0.0,0.0,
^SPX,7537.43017578125,call,0,4800.0,2717.97,2719.1,2748.5,2733.8,1.0,4.286869875793457,1.0,0.0,
^SPX,7537.43017578125,put,0,4800.0,0.05,0.0,0.05,0.025,1.0,2.3750040624999995,0.0,0.0,
^SPX,7537.43017578125,put,0,5000.0,0.05,0.0,0.05,0.025,41.0,2.16406708984375,0.0,0.0,
^SPX,7537.43017578125,call,0,5200.0,2324.76,2323.5,2348.7,2336.1,17.0,3.6241464474487306,1.0,0.0,
^SPX,7537.43017578125,put,0,5200.0,0.05,0.0,0.05,0.025,24.0,1.96875015625,0.0,0.0,
^SPX,7537.43017578125,put,0,5400.0,0.05,0.0,0.05,0.025,10.0,1.78125109375,0.0,0.0,
^SPX,7537.43017578125,put,0,5600.0,0.05,0.0,0.05,0.025,75.0,1.5937520312499998,0.0,0.0,
^SPX,7537.43017578125,put,0,5800.0,0.03,0.0,0.05,0.025,15.0,1.4140654296875002,0.0,0.0,
^SPX,7537.43017578125,put,0,5900.0,0.03,0.0,0.05,0.025,3.0,1.3281283593749997,0.0,0.0,
^SPX,7537.43017578125,put,0,6000.0,0.03,0.0,0.05,0.025,1.0,1.2421912890624998,0.0,0.0,
^SPX,7537.43017578125,put,0,6100.0,0.03,0.0,0.05,0.025,4.0,1.15625421875,0.0,0.0,
^SPX,7537.43017578125,put,0,6200.0,0.05,0.0,0.05,0.025,427.0,1.0742233789062503,0.0,0.0,
^SPX,7537.43017578125,put,0,6275.0,0.1,0.0,0.05,0.025,217.0,1.01172369140625,0.0,0.0,
^SPX,7537.43017578125,put,0,6300.0,0.03,0.0,0.05,0.025,15.0,0.992187578125,0.0,0.0,
^SPX,7537.43017578125,put,0,6325.0,0.05,0.0,0.05,0.025,4.0,0.9687503125,0.0,0.0,
^SPX,7537.43017578125,put,0,6350.0,0.05,0.0,0.05,0.025,2.0,0.9531254687499999,0.0,0.0,
^SPX,7537.43017578125,put,0,6375.0,0.05,0.0,0.05,0.025,2.0,0.929688203125,0.0,0.0,
^SPX,7537.43017578125,put,0,6400.0,0.05,0.0,0.05,0.025,14.0,0.9101571484375,0.0,0.0,
^SPX,7537.43017578125,put,0,6425.0,0.1,0.0,0.05,0.025,15.0,0.8906260937499999,0.0,0.0,
^SPX,7537.43017578125,call,0,6450.0,1095.54,1072.7,1099.1,1085.9,141.0,1.7506726333618166,1.0,0.0,
^SPX,7537.43017578125,put,0,6450.0,0.1,0.0,0.05,0.025,177.0,0.867188828125,0.0,0.0,
^SPX,7537.43017578125,put,0,6475.0,0.1,0.0,0.05,0.025,2.0,0.8476577734374999,0.0,0.0,
^SPX,7537.43017578125,call,0,6500.0,1033.06,1023.7,1048.8,1036.25,146.0,1.6706559436035158,1.0,0.0,
^SPX,7537.43017578125,put,0,6500.0,0.04,0.0,0.05,0.025,1.0,0.8281267187499999,0.0,0.0,
^SPX,7537.43017578125,put,0,6525.0,0.05,0.0,0.05,0.025,1.0,0.8085956640624999,0.0,0.0,
^SPX,7537.43017578125,call,0,6550.0,943.02,969.5,999.1,984.3,,1.6079121166992185,1.0,0.0,
^SPX,7537.43017578125,put,0,6550.0,0.05,0.0,0.05,0.025,136.0,0.789064609375,0.0,0.0,
^SPX,7537.43017578125,put,0,6575.0,0.05,0.0,0.05,0.025,89.0,0.7695335546875001,0.0,0.0,
^SPX,7537.43017578125,call,0,6600.0,934.56,923.7,948.8,936.25,1.0,1.5286888800048828,1.0,0.0,
^SPX,7537.43017578125,put,0,6600.0,0.03,0.0,0.05,0.025,16.0,0.7500025,0.0,0.0,
^SPX,7537.43017578125,put,0,6625.0,0.05,0.0,0.05,0.025,124.0,0.7304714453125,0.0,0.0,
^SPX,7537.43017578125,put,0,6650.0,0.05,0.0,0.05,0.025,150.0,0.710940390625,0.0,0.0,
^SPX,7537.43017578125,put,0,6675.0,0.05,0.0,0.05,0.025,59.0,0.6875031250000001,0.0,0.0,
^SPX,7537.43017578125,put,0,6700.0,0.03,0.0,0.05,0.025,65.0,0.6679720703125002,0.0,0.0,
^SPX,7537.43017578125,put,0,6725.0,0.05,0.0,0.05,0.025,167.0,0.648441015625,0.0,0.0,
^SPX,7537.43017578125,call,0,6750.0,766.67,770.2,796.4,783.3,1.0,1.2541541198730468,1.0,0.0,
^SPX,7537.43017578125,put,0,6750.0,0.05,0.0,0.05,0.025,111.0,0.6289099609375001,0.0,0.0,
^SPX,7537.43017578125,call,0,6775.0,787.1,744.9,775.0,759.95,2.0,1.3083835850524899,1.0,0.0,
^SPX,7537.43017578125,put,0,6775.0,0.03,0.0,0.05,0.025,437.0,0.6093789062500001,0.0,0.0,
^SPX,7537.43017578125,put,0,6800.0,0.05,0.0,0.05,0.025,1048.0,0.5898478515625001,0.0,0.0,
^SPX,7537.43017578125,call,0,6825.0,656.0,697.9,724.3,711.1,,1.2209206434631346,1.0,0.0,
^SPX,7537.43017578125,put,0,6825.0,0.05,0.0,0.05,0.025,229.0,0.570316796875,0.0,0.0,
^SPX,7537.43017578125,call,0,6850.0,664.69,670.1,696.4,683.25,10.0,1.11697829208374,1.0,0.0,
^SPX,7537.43017578125,put,0,6850.0,0.05,0.0,0.05,0.025,166.0,0.5507857421875001,0.0,0.0,
^SPX,7537.43017578125,call,0,6875.0,639.74,659.9,662.8,661.35,10.0,0.6750520776367189,1.0,0.0,
^SPX,7537.43017578125,put,0,6875.0,0.07,0.0,0.05,0.025,17.0,0.5312546875,0.0,0.0,
^SPX,7537.43017578125,put,0,6890.0,0.05,0.0,0.05,0.025,25.0,0.5195360546875,0.0,0.0,
^SPX,7537.43017578125,put,0,6900.0,0.05,0.0,0.05,0.025,76.0,0.5117236328125,0.0,0.0,
^SPX,7537.43017578125,put,0,6910.0,0.05,0.0,0.05,0.025,87.0,0.5039112109375,0.0,0.0,
^SPX,7537.43017578125,call,0,6920.0,614.39,614.2,617.3,615.75,,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,6920.0,0.05,0.0,0.05,0.025,7.0,0.523442265625,0.0,0.0,
^SPX,7537.43017578125,put,0,6925.0,0.05,0.0,0.05,0.025,7.0,0.5195360546875,0.0,0.0,
^SPX,7537.43017578125,call,0,6930.0,528.61,604.2,607.3,605.75,,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,6930.0,0.1,0.0,0.05,0.025,1.0,0.51562984375,0.0,0.0,
^SPX,7537.43017578125,put,0,6940.0,0.35,0.0,0.05,0.025,3.0,0.507817421875,0.0,0.0,
^SPX,7537.43017578125,put,0,6950.0,0.05,0.0,0.05,0.025,29.0,0.500005,0.0,0.0,
^SPX,7537.43017578125,put,0,6960.0,0.05,0.0,0.05,0.025,10.0,0.49219257812500006,0.0,0.0,
^SPX,7537.43017578125,call,0,6970.0,476.9,564.8,567.7,566.25,,0.5644574804687501,1.0,0.0,
^SPX,7537.43017578125,put,0,6970.0,0.1,0.0,0.05,0.025,3.0,0.48340360351562506,0.0,0.0,
^SPX,7537.43017578125,call,0,6975.0,558.72,559.2,562.3,560.75,,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,6975.0,0.05,0.0,0.05,0.025,14.0,0.47852083984375,0.0,0.0,
^SPX,7537.43017578125,put,0,6980.0,0.1,0.0,0.05,0.025,9.0,0.47461462890625,0.0,0.0,
^SPX,7537.43017578125,put,0,6990.0,0.05,0.0,0.05,0.025,2.0,0.46680220703125,0.0,0.0,
^SPX,7537.43017578125,call,0,7000.0,389.54,534.2,537.3,535.75,13.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7000.0,0.05,0.0,0.05,0.025,1.0,0.45898978515625005,0.0,0.0,
^SPX,7537.43017578125,call,0,7010.0,455.0,524.2,527.3,525.75,2.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7010.0,0.1,0.0,0.05,0.025,54.0,0.45117736328125,0.0,0.0,
^SPX,7537.43017578125,put,0,7020.0,0.5,0.0,0.05,0.025,104.0,0.442388388671875,0.0,0.0,
^SPX,7537.43017578125,put,0,7025.0,0.07,0.0,0.05,0.025,16.0,0.43848217773437503,0.0,0.0,
^SPX,7537.43017578125,call,0,7030.0,361.04,504.8,507.7,506.25,,0.508793974609375,1.0,0.0,
^SPX,7537.43017578125,put,0,7030.0,0.05,0.0,0.05,0.025,25.0,0.4335994140625,0.0,0.0,
^SPX,7537.43017578125,call,0,7040.0,477.39,494.8,497.7,496.25,1.0,0.49927258544921876,1.0,0.0,
^SPX,7537.43017578125,put,0,7040.0,0.07,0.0,0.05,0.025,3.0,0.42578699218750005,0.0,0.0,
^SPX,7537.43017578125,put,0,7045.0,0.5,0.0,0.05,0.025,,0.42188078125,0.0,0.0,
^SPX,7537.43017578125,call,0,7050.0,454.74,484.8,487.7,486.25,13.0,0.4899953344726563,1.0,0.0,
^SPX,7537.43017578125,put,0,7050.0,0.07,0.0,0.05,0.025,19.0,0.41797457031249996,0.0,0.0,
^SPX,7537.43017578125,put,0,7055.0,0.07,0.0,0.05,0.025,46.0,0.414068359375,0.0,0.0,
^SPX,7537.43017578125,call,0,7060.0,392.79,474.2,477.2,475.7,,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7060.0,0.12,0.0,0.05,0.025,9.0,0.4101621484375,0.0,0.0,
^SPX,7537.43017578125,put,0,7065.0,0.1,0.0,0.05,0.025,1.0,0.4062559375,0.0,0.0,
^SPX,7537.43017578125,put,0,7070.0,0.05,0.0,0.05,0.025,26.0,0.4023497265625,0.0,0.0,
^SPX,7537.43017578125,call,0,7075.0,430.75,459.2,462.2,460.7,1.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7075.0,0.12,0.0,0.05,0.025,13.0,0.397466962890625,0.0,0.0,
^SPX,7537.43017578125,put,0,7080.0,0.05,0.0,0.05,0.025,3.0,0.393560751953125,0.0,0.0,
^SPX,7537.43017578125,put,0,7085.0,0.03,0.0,0.05,0.025,19.0,0.389654541015625,0.0,0.0,
^SPX,7537.43017578125,call,0,7090.0,300.18,444.2,447.2,445.7,2.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7090.0,0.05,0.0,0.05,0.025,56.0,0.38477177734374995,0.0,0.0,
^SPX,7537.43017578125,put,0,7095.0,0.05,0.0,0.05,0.025,168.0,0.38086556640624997,0.0,0.0,
^SPX,7537.43017578125,call,0,7100.0,346.77,434.9,437.6,436.25,15.0,0.42188078125,1.0,0.0,
^SPX,7537.43017578125,put,0,7100.0,0.05,0.0,0.05,0.025,1184.0,0.37695935546875,0.0,0.0,
^SPX,7537.43017578125,put,0,7105.0,0.05,0.0,0.05,0.025,29.0,0.37305314453125,0.0,0.0,
^SPX,7537.43017578125,call,0,7110.0,320.55,424.9,427.6,426.25,,0.41309180664062495,1.0,0.0,
^SPX,7537.43017578125,put,0,7110.0,0.05,0.0,0.05,0.025,48.0,0.36914693359375,0.0,0.0,
^SPX,7537.43017578125,call,0,7115.0,390.8,419.9,422.6,421.25,,0.40869731933593745,1.0,0.0,
^SPX,7537.43017578125,put,0,7115.0,0.1,0.0,0.05,0.025,22.0,0.36524072265625,0.0,0.0,
^SPX,7537.43017578125,call,0,7120.0,397.42,414.9,417.6,416.25,1.0,0.40430283203125,1.0,0.0,
^SPX,7537.43017578125,put,0,7120.0,0.1,0.0,0.05,0.025,275.0,0.36133451171875,0.0,0.0,
^SPX,7537.43017578125,call,0,7125.0,405.0,409.9,412.6,411.25,1.0,0.39942006835937505,1.0,0.0,
^SPX,7537.43017578125,put,0,7125.0,0.05,0.0,0.05,0.025,167.0,0.35742830078125,0.0,0.0,
^SPX,7537.43017578125,call,0,7130.0,385.87,404.9,407.6,406.25,1.0,0.39502558105468755,1.0,0.0,
^SPX,7537.43017578125,put,0,7130.0,0.03,0.0,0.05,0.025,56.0,0.352545537109375,0.0,0.0,
^SPX,7537.43017578125,put,0,7135.0,0.05,0.0,0.05,0.025,14.0,0.348639326171875,0.0,0.0,
^SPX,7537.43017578125,put,0,7140.0,0.05,0.0,0.05,0.025,15.0,0.344733115234375,0.0,0.0,
^SPX,7537.43017578125,put,0,7145.0,0.05,0.0,0.1,0.05,42.0,0.362311064453125,0.0,0.0,
^SPX,7537.43017578125,call,0,7150.0,357.11,385.0,387.8,386.4,,0.411138701171875,1.0,0.0,
^SPX,7537.43017578125,put,0,7150.0,0.05,0.0,0.1,0.05,335.0,0.358404853515625,0.0,0.0,
^SPX,7537.43017578125,put,0,7155.0,0.1,0.0,0.1,0.05,13.0,0.3540103662109374,0.0,0.0,
^SPX,7537.43017578125,put,0,7160.0,0.1,0.0,0.1,0.05,54.0,0.34961587890624996,0.0,0.0,
^SPX,7537.43017578125,put,0,7165.0,0.1,0.0,0.1,0.05,22.0,0.3452213916015625,0.0,0.0,
^SPX,7537.43017578125,call,0,7170.0,276.68,365.0,367.8,366.4,1.0,0.3918517846679687,1.0,0.0,
^SPX,7537.43017578125,put,0,7170.0,0.05,0.0,0.1,0.05,179.0,0.340826904296875,0.0,0.0,
^SPX,7537.43017578125,call,0,7175.0,373.15,359.9,362.6,361.25,1.0,0.3544986425781249,1.0,0.0,
^SPX,7537.43017578125,put,0,7175.0,0.05,0.0,0.1,0.05,147.0,0.336920693359375,0.0,0.0,
^SPX,7537.43017578125,call,0,7180.0,269.77,354.9,357.6,356.25,3.0,0.3501041552734374,1.0,0.0,
^SPX,7537.43017578125,put,0,7180.0,0.05,0.0,0.1,0.05,29.0,0.3325262060546875,0.0,0.0,
^SPX,7537.43017578125,put,0,7185.0,0.05,0.0,0.1,0.05,35.0,0.32813171874999997,0.0,0.0,
^SPX,7537.43017578125,put,0,7190.0,0.15,0.0,0.1,0.05,31.0,0.3237372314453124,0.0,0.0,
^SPX,7537.43017578125,put,0,7195.0,0.07,0.0,0.1,0.05,37.0,0.3193427441406249,0.0,0.0,
^SPX,7537.43017578125,call,0,7200.0,349.82,334.9,337.9,336.4,5.0,0.3737855590820312,1.0,0.0,
^SPX,7537.43017578125,put,0,7200.0,0.05,0.0,0.1,0.05,5952.0,0.3154365332031249,0.0,0.0,
^SPX,7537.43017578125,put,0,7205.0,0.1,0.0,0.1,0.05,51.0,0.31055376953124997,0.0,0.0,
^SPX,7537.43017578125,put,0,7210.0,0.1,0.0,0.1,0.05,171.0,0.30664755859375,0.0,0.0,
^SPX,7537.43017578125,call,0,7215.0,330.76,320.4,323.4,321.9,6.0,0.39624627197265627,1.0,0.0,
^SPX,7537.43017578125,put,0,7215.0,0.05,0.0,0.1,0.05,626.0,0.30225307128906254,0.0,0.0,
^SPX,7537.43017578125,call,0,7220.0,306.23,315.4,318.4,316.9,1.0,0.39087523193359375,1.0,0.0,
^SPX,7537.43017578125,put,0,7220.0,0.05,0.0,0.05,0.025,24.0,0.27930408203124996,0.0,0.0,
^SPX,7537.43017578125,call,0,7225.0,282.48,309.3,312.2,310.75,1.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7225.0,0.1,0.0,0.1,0.05,8430.0,0.2934640966796874,0.0,0.0,
^SPX,7537.43017578125,call,0,7230.0,305.59,304.3,307.2,305.75,4.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7230.0,0.05,0.0,0.1,0.05,3216.0,0.2890696093749999,0.0,0.0,
^SPX,7537.43017578125,call,0,7235.0,202.95,299.3,302.2,300.75,,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7235.0,0.07,0.05,0.1,0.075,173.0,0.2846751220703124,0.0,0.0,
^SPX,7537.43017578125,put,0,7240.0,0.1,0.05,0.1,0.075,710.0,0.2802806347656249,0.0,0.0,
^SPX,7537.43017578125,put,0,7245.0,0.1,0.05,0.1,0.075,222.0,0.27637442382812494,0.0,0.0,
^SPX,7537.43017578125,call,0,7250.0,296.43,285.0,287.9,286.45,9.0,0.3238593005371093,1.0,0.0,
^SPX,7537.43017578125,put,0,7250.0,0.1,0.05,0.1,0.075,2818.0,0.27197993652343744,0.0,0.0,
^SPX,7537.43017578125,put,0,7255.0,0.1,0.05,0.1,0.075,180.0,0.26758544921875,0.0,0.0,
^SPX,7537.43017578125,call,0,7260.0,268.08,274.3,277.3,275.8,2.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7260.0,0.1,0.05,0.1,0.075,3.0,0.26319096191406255,0.0,0.0,
^SPX,7537.43017578125,call,0,7265.0,280.25,269.3,272.2,270.75,6.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7265.0,0.1,0.05,0.1,0.075,213.0,0.25879647460937505,0.0,0.0,
^SPX,7537.43017578125,call,0,7270.0,234.67,264.3,267.2,265.75,1.0,1.0000000000000003e-05,1.0,0.0,
^SPX,7537.43017578125,put,0,7270.0,0.1,0.05,0.15,0.1,278.0,0.26538820556640624,0.0,0.0,
